Date,Close,Volume,Rendite,SMA 10,EMA 10,EMA 20,WMA 10,Momentum 10,SAR,RSI,ROC,%R,OBV,MACD,MACD_SIGNAL,MACD_HIST,CCI,ADOSC,%K,%D
2023-11-16,2.9279375297353485,1.0740538116894767,0.07006637941323395,2.851697036199604,2.8535757506519794,2.8143603009137736,2.8747345971835077,3.4037738898416245,2.7907027246869025,1.2631043111340758,1.2513991438972978,1.16759121724485,2.1402176546867784,2.408888429110218,0.8985635830492299,4.874446447507349,0.950996176513687,1.5402420545814228,0.8869524515710346,0.397163141384099
