Date,Close,Volume,Rendite,SMA 10,EMA 10,EMA 20,WMA 10,Momentum 10,SAR,RSI,ROC,%R,OBV,MACD,MACD_SIGNAL,MACD_HIST,CCI,ADOSC,%K,%D
2023-11-15,2.924371076289402,1.275608607867877,0.10599707775484299,2.835659180684094,2.8367351708714024,2.8020987917723783,2.8577647012242164,4.766702804366579,2.7533823888003828,1.229880690822157,1.8240332925482283,1.1336820870726299,2.132106680422373,2.040210482719767,0.477526515297866,4.952725383000666,0.9920466662260199,1.4063401377725107,-0.7849186378892066,0.019174729810971524
